Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,175.8999939,177.0800018,171.5700073,175.1900024,175.1900024,23534300
2020-04-13,173.6699982,175,169.4499969,174.7899933,174.7899933,19355400
2020-04-14,178.9799957,181.2299957,176.6199951,178.1699982,178.1699982,21011800
2020-04-15,175.1900024,178.1900024,172.8200073,176.9700012,176.9700012,17423000
2020-04-16,177.9499969,178.0500031,172.5099945,176.25,176.25,23593200
2020-04-17,179.1999969,180.2799988,176.6600037,179.2400055,179.2400055,20974800
2020-04-20,177.4100037,180.5,176.7700043,178.2400055,178.2400055,16110700
2020-04-21,175.25,175.3800049,168.3399963,170.8000031,170.8000031,24850500
2020-04-22,178.4499969,184.7799988,178.1399994,182.2799988,182.2799988,33369900
2020-04-23,184.0800018,187.0500031,183.1499939,185.1300049,185.1300049,21426600
2020-04-24,183.2299957,190.4100037,180.8300018,190.0700073,190.0700073,28868500
2020-04-27,192.6600037,193.75,187.4100037,187.5,187.5,29197800
2020-04-28,188.6600037,189.1999969,182.5599976,182.9100037,182.9100037,21731000
2020-04-29,190.9299927,196.9100037,190,194.1900024,194.1900024,45954500
2020-04-30,206.9199982,209.6900024,201.5700073,204.7100067,204.7100067,46173300
2020-05-01,201.6000061,207.2799988,199.0500031,202.2700043,202.2700043,30415600
2020-05-04,200.1999969,205.9100037,198.7599945,205.2599945,205.2599945,19250700
2020-05-05,207.0200043,210.3800049,206.5,207.0700073,207.0700073,21071200
2020-05-06,208.1199951,211.6000061,206.6600037,208.4700012,208.4700012,21857000
2020-05-07,211.1600037,211.6000061,209.0399933,211.2599945,211.2599945,15152000
2020-05-08,212.2400055,213.2100067,210.8500061,212.3500061,212.3500061,12524000
2020-05-11,210.8899994,215,210.3699951,213.1799927,213.1799927,12911900
2020-05-12,213.2899933,215.2799988,210,210.1000061,210.1000061,14704600
2020-05-13,209.4299927,210.7799988,202.1100006,205.1000061,205.1000061,20684600
2020-05-14,202.5599976,206.9299927,200.6900024,206.8099976,206.8099976,17178900
2020-05-15,205.2700043,211.3399963,204.1199951,210.8800049,210.8800049,19383200
2020-05-18,212.1499939,214.6399994,210.9400024,213.1900024,213.1900024,20167400
2020-05-19,213.2700043,220.4900055,212.8300018,216.8800049,216.8800049,31843200
2020-05-20,223.5,231.3399963,223.1900024,229.9700012,229.9700012,50162900
2020-05-21,234.7200012,237.1999969,231.1999969,231.3899994,231.3899994,47782600
2020-05-22,231.5099945,235.9900055,228.7400055,234.9100037,234.9100037,33925600
2020-05-26,239.7700043,240.8999939,231.6699982,232.1999969,232.1999969,33178300
2020-05-27,229.0700073,230.5599976,221.1300049,229.1399994,229.1399994,34697600
2020-05-28,224.3000031,231.6300049,224,225.4600067,225.4600067,29377200
2020-05-29,225.1999969,227.4900055,222.8800049,225.0899963,225.0899963,23322500
2020-06-01,224.5899963,232.4400024,223.5,231.9100037,231.9100037,18223800
2020-06-02,230.9400024,233,226.5599976,232.7200012,232.7200012,20919000
2020-06-03,232.1100006,232.6499939,228.5299988,230.1600037,230.1600037,15380300
2020-06-04,229.5599976,231.6300049,224.6100006,226.2899933,226.2899933,17041500
2020-06-05,226.7100067,231.3500061,225.3099976,230.7700043,230.7700043,16750400
2020-06-08,229.0299988,231.5500031,227.4100037,231.3999939,231.3999939,15466500
2020-06-09,231.5200043,239.7700043,230.4100037,238.6699982,238.6699982,27462900
2020-06-10,240.9600067,241.2100067,235.2799988,236.7299957,236.7299957,20720700
2020-06-11,229.9400024,232.8899994,223.5500031,224.4299927,224.4299927,26708200
2020-06-12,229.8999939,231.6600037,224.5,228.5800018,228.5800018,22071700
2020-06-15,225.0899963,233.7700043,224.8000031,232.5,232.5,15340300
2020-06-16,237.1399994,238.4600067,233,235.6499939,235.6499939,15236700
2020-06-17,235,237.5899963,231.7299957,235.5299988,235.5299988,19552800
2020-06-18,234.9900055,236.1399994,232.1499939,235.9400024,235.9400024,15782500
2020-06-19,237.7899933,240.8300018,235.5500031,238.7899933,238.7899933,30081300
2020-06-22,238.5599976,240.6999969,236.9100037,239.2200012,239.2200012,18917800
2020-06-23,241.2799988,245.1900024,239.8600006,242.2400055,242.2400055,24017900
2020-06-24,241.1999969,243.2200012,232.6799927,234.0200043,234.0200043,20834900
2020-06-25,234.6199951,237.3000031,232.7400055,235.6799927,235.6799927,18704300
2020-06-26,232.6399994,233.0899963,215.3999939,216.0800018,216.0800018,76343900
2020-06-29,209.75,220.75,207.1100006,220.6399994,220.6399994,58514300
2020-06-30,220.5899963,227.5,218.4700012,227.0700073,227.0700073,33927100
2020-07-01,228.5,239,227.5599976,237.5500031,237.5500031,43399700
2020-07-02,239,240,232.6100006,233.4199982,233.4199982,30633600
2020-07-06,233.7599945,240.3999939,232.2700043,240.2799988,240.2799988,26206200
2020-07-07,239.4100037,247.6499939,238.8200073,240.8600006,240.8600006,27887800
2020-07-08,238.1100006,246.9900055,236.5899963,243.5800018,243.5800018,29791300
2020-07-09,245,246.5299988,239.2400055,244.5,244.5,22174900
2020-07-10,243.6900024,245.4900055,239.3200073,245.0700073,245.0700073,22982700
2020-07-13,247.0099945,250.1499939,238.4199982,239,239,24674900
2020-07-14,236.7599945,240.3300018,232.0299988,239.7299957,239.7299957,23378100
2020-07-15,241.5500031,244.8200073,238.0500031,240.2799988,240.2799988,19133600
2020-07-16,238,241.7599945,236.3300018,240.9299927,240.9299927,18880700
2020-07-17,241,244.1600037,237.8600006,242.0299988,242.0299988,18152400
2020-07-20,240.0599976,246.0500031,235.6399994,245.4199982,245.4199982,20872200
2020-07-21,246.2200012,246.9100037,240.0800018,241.75,241.75,19409700
2020-07-22,240.2599945,241.8999939,238.1199951,239.8699951,239.8699951,15427900
2020-07-23,239.6300049,242.4199982,231.75,232.6000061,232.6000061,21771800
2020-07-24,230.1900024,233.4900055,226.8999939,230.7100067,230.7100067,18325800
2020-07-27,231.4600067,234.9499969,230.8300018,233.5,233.5,13163100
2020-07-28,234.6300049,234.9600067,229.8300018,230.1199951,230.1199951,14170100
2020-07-29,231.1399994,233.6999969,230.3099976,233.2899933,233.2899933,13588300
2020-07-30,230.2200012,234.8899994,229,234.5,234.5,20615300
2020-07-31,255.8200073,255.8500061,249,253.6699982,253.6699982,53030000
2020-08-03,252.6499939,255.3999939,250.3300018,251.9600067,251.9600067,23124900
