Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,38.79000092,39.20000076,38.70999908,39.18000031,38.02943039,14398200
2020-01-02,39.29999924,39.34999847,38.88000107,39.13999939,37.99060822,15668000
2020-01-03,38.72000122,39.24000168,38.66999817,38.93000031,37.78677368,14158300
2020-01-06,38.81999969,39,38.70000076,38.88000107,37.73823929,14963900
2020-01-07,39.11999893,39.13000107,38.68000031,38.75,37.61206436,19077900
2020-01-08,38.75999832,39.22000122,38.75,39.06000137,37.91296005,15563100
2020-01-09,39.27000046,39.27000046,38.79000092,38.88999939,37.74795151,20846200
2020-01-10,38.97999954,39.63000107,38.97000122,39.49000168,38.33032608,20452900
2020-01-13,39.61999893,39.77000046,39.20999908,39.40999985,38.2526741,14603800
2020-01-14,39.43000031,40.08000183,39.29999924,40.06999969,38.89329529,19847400
2020-01-15,40.18999863,40.86999893,40.16999817,40.66999817,39.47567368,22700000
2020-01-16,40.79000092,40.79999924,40.31999969,40.61000061,39.41743851,15385600
2020-01-17,40.56999969,40.81000137,40.41999817,40.50999832,39.32037354,21901300
2020-01-21,40.38000107,40.65999985,40.18999863,40.34000015,39.15537262,21931400
2020-01-22,40.31999969,40.40999985,39.97000122,40.18999863,39.00977325,17170600
2020-01-23,40.18999863,40.83000183,40.13000107,40.70999908,39.51449966,25757600
2020-01-24,40.93999863,40.97000122,39.63999939,39.81999969,38.65063858,32394400
2020-01-27,39.40999985,40.43000031,39.25,40.15999985,38.98065186,30326400
2020-01-28,39.31999969,39.49000168,37.95000076,38.13999939,37.01997757,66605700
2020-01-29,38.11999893,38.38000107,37.54999924,37.58000183,36.47641754,32415300
2020-01-30,37.09999847,37.16999817,36.68999863,37.06999969,36.34894562,30660900
2020-01-31,36.93999863,37.45000076,36.90000153,37.24000168,36.51564407,32157500
2020-02-03,37.45999908,38.04000092,37.29999924,37.50999832,36.78038788,19806200
2020-02-04,38.08000183,38.24000168,37.63000107,37.68999863,36.95688629,29554900
2020-02-05,37.84999847,38.56999969,37.81999969,38.16999817,37.42754745,27935000
2020-02-06,38.43999863,38.5,38.02999878,38.25999832,37.51579666,19969400
2020-02-07,38.36000061,38.40000153,37.93000031,38.04999924,37.30988312,20781400
2020-02-10,38.20999908,38.22000122,37.72000122,37.81000137,37.07455444,18973800
2020-02-11,37.88999939,38.13000107,37.75999832,38.09000015,37.34910583,15206200
2020-02-12,38.09000015,38.18999863,37.72000122,37.74000168,37.0059166,21768800
2020-02-13,37.58000183,37.58000183,36.88999939,36.93000031,36.21166992,20967500
2020-02-14,36.97000122,37.04000092,36.41999817,36.50999832,35.79983902,19930500
2020-02-18,36.54999924,36.66999817,36.27000046,36.31999969,35.61353302,17066900
2020-02-19,36.40000153,36.5,36.20999908,36.22999954,35.52528381,16841500
2020-02-20,35.70999908,36.06000137,35.40999985,35.84999847,35.15267563,40752500
2020-02-21,35.75999832,35.81999969,35.52999878,35.72000122,35.02520752,30764000
2020-02-24,35.04000092,35.40000153,34.59999847,34.66999817,33.99562454,36020700
2020-02-25,34.68000031,34.74000168,33.70999908,33.93000031,33.27002335,39733300
2020-02-26,34.24000168,35.20999908,34.02000046,34.72000122,34.04465866,45464900
2020-02-27,34.43999863,35.70999908,34.09999847,34.09999847,33.43671417,52576400
2020-02-28,33.49000168,33.93999863,32.52999878,33.41999817,32.76994324,62686900
2020-03-02,33.90999985,34.95000076,33.45000076,34.88000107,34.20154572,39880900
2020-03-03,35.18000031,35.77999878,33.86000061,34.29999924,33.63282776,43808800
2020-03-04,35.09999847,36.45999908,34.95000076,36.40000153,35.69197845,36728800
2020-03-05,35.65000153,36.18000031,35.15999985,35.45999908,34.77026367,33298200
2020-03-06,34.70000076,35.16999817,34.11999893,35.02000046,34.33882141,38834000
2020-03-09,33.45999908,34.68999863,33.15999985,33.75999832,33.1033287,40971400
2020-03-10,34.56999969,34.65999985,33.00999832,34.59000015,33.91718292,38470900
2020-03-11,33.75999832,33.88000107,31.65999985,32.16999817,31.54425621,62002100
2020-03-12,30.47999954,32,30,30.02000046,29.43607712,59517500
2020-03-13,31.27000046,32.88000107,30.22999954,32.70999908,32.07374954,57450700
2020-03-16,29.94000053,32.27999878,29.64999962,30.18000031,29.59296608,48382400
2020-03-17,31.63999939,32.65000153,30.59000015,32.15999985,31.53445053,51442700
2020-03-18,30.77000046,32.61000061,30.30999947,32.36000061,31.73056412,41636600
2020-03-19,32.22000122,32.25,30.01000023,30.42000008,29.82829666,56756100
2020-03-20,30.28000069,30.67000008,28.90999985,29.01000023,28.44572449,49799800
2020-03-23,28.76000023,29.57999992,27.87999916,28.48999977,27.9358387,50145200
2020-03-24,29.51000023,30.04999924,28.89999962,29.70000076,29.12230301,42188600
2020-03-25,29.5,30.71999931,29,29.75,29.1713295,42316200
2020-03-26,29.88999939,31.98999977,29.87999916,31.75,31.13242722,41053100
2020-03-27,30.79999924,31.73999977,30.65999985,30.89999962,30.29895973,36328600
2020-03-30,31.04999924,32.84999847,31.04999924,32.66999817,32.03453064,28409400
2020-03-31,32.40000153,33,32.24000168,32.63999939,32.00511551,27956500
2020-04-01,31.92000008,32.27999878,31.53000069,31.75,31.13242722,25341200
2020-04-02,31.89999962,33,31.75,32.86999893,32.23064423,25794000
2020-04-03,32.63000107,33.88999939,32.63000107,33.63999939,32.98566437,31155000
2020-04-06,33.91999817,34.90000153,33.77999878,34.56999969,33.89757538,38428100
2020-04-07,35,35.16999817,33.59000015,33.61000061,32.95624542,22985100
2020-04-08,33.99000168,34.79999924,33.43999863,34.59999847,33.92699051,24216300
2020-04-09,35.02999878,35.77000046,34.84999847,35.38999939,34.70162582,29141300
2020-04-13,35.95999908,35.97999954,34.72000122,35.13999939,34.45648956,17334100
2020-04-14,35.93000031,36.63000107,35.34000015,36.43999863,35.73120117,20726100
2020-04-15,36.06000137,36.22999954,35.58000183,35.97000122,35.27034378,20220300
2020-04-16,36.11999893,36.25999832,35.58000183,35.88000107,35.18209839,19599100
2020-04-17,36.5,37,36.11000061,36.90999985,36.19205856,23154500
2020-04-20,36.38000107,36.90999985,36.08000183,36.08000183,35.37820435,21376300
2020-04-21,35.77999878,35.93000031,35.36999893,35.61999893,34.92715073,22746900
2020-04-22,36.95999908,37,36.11999893,36.25,35.54489517,19151900
2020-04-23,36.27999878,37.40000153,36.27999878,36.68999863,35.97633743,19151200
2020-04-24,36.84000015,37.43000031,36.77999878,37.38000107,36.65291595,16470000
2020-04-27,37.59000015,38.54000092,37.56999969,38.33000183,37.58443832,22195500
2020-04-28,39.04999924,39.22000122,37.38000107,37.90999985,37.17260742,33839400
2020-04-29,38.45999908,38.54999924,37.70999908,38.11999893,37.37852097,25159900
2020-04-30,38,38.50999832,37.36000061,38.36000061,37.61385345,27933100
2020-05-01,37.84999847,37.93999863,37.38999939,37.63999939,36.9078598,21517900
2020-05-04,37.59999847,37.91999817,37.40999985,37.61999893,36.88824844,18874300
2020-05-05,38.81000137,38.86000061,38.27000046,38.50999832,37.76093292,22888000
2020-05-06,38.97000122,39.00999832,38.50999832,38.50999832,37.76093292,22815400
2020-05-07,38.40999985,38.49000168,36.88999939,36.95999908,36.60226059,31827400
2020-05-08,37.25,37.38000107,37.04000092,37.22000122,36.85974503,18881700
2020-05-11,37.25,38.20999908,37.15999985,38.09999847,37.73122406,24307800
2020-05-12,38.11999893,38.24000168,37.34000015,37.36000061,36.9983902,18344700
2020-05-13,37.31000137,37.41999817,36.59000015,37.04999924,36.69139099,23336700
2020-05-14,36.79999924,37.95999908,36.77999878,37.91999817,37.55296707,21216800
2020-05-15,37.95999908,38.16999817,37.38999939,37.75999832,37.39451599,24155600
2020-05-18,38.34000015,38.45999908,37.63000107,38.06999969,37.70151901,21479200
2020-05-19,37.84999847,38.02000046,37.31000137,37.68000031,37.31529236,18478400
2020-05-20,37.95000076,38.20000076,37.54999924,37.63000107,37.26577759,16607400
2020-05-21,37.56999969,37.65000153,37.04999924,37.25999832,36.89935684,16747800
2020-05-22,37.11000061,37.52999878,36.95999908,37.5,37.13703537,14972700
2020-05-26,37.65000153,37.86999893,37.45000076,37.49000168,37.12713242,22068400
2020-05-27,37.40999985,37.54000092,36.97000122,37.40999985,37.04790497,24577000
2020-05-28,37.84000015,38.43999863,37.72000122,38.18000031,37.81045151,21367900
2020-05-29,38.27000046,38.43000031,37.58000183,38.18999863,37.82035446,46146300
2020-06-01,35.5,35.72999954,34.90999985,35.45999908,35.11677933,72945900
2020-06-02,35.52999878,36.15999985,35.25,36.15999985,35.81000519,40503700
2020-06-03,36.29000092,36.40999985,35.54000092,36.15999985,35.81000519,36766600
2020-06-04,35.70999908,36.29000092,35.70000076,36.00999832,35.66145325,25629400
2020-06-05,36.24000168,36.49000168,35.88000107,35.99000168,35.64165115,34825100
2020-06-08,35.79999924,36.59999847,35.68000031,36.59000015,36.23584366,28647200
2020-06-09,36.5,36.65999985,36.16999817,36.20999908,35.85951996,20564600
2020-06-10,36.36000061,36.45000076,35.88999939,35.91999817,35.57232666,28042900
2020-06-11,35.59999847,35.68000031,33.27999878,33.29999924,32.97768402,59930400
2020-06-12,34.08000183,34.09999847,33.04999924,33.75,33.42333221,35952400
2020-06-15,33.29999924,33.72000122,32.75999832,33.36000061,33.03710556,34390400
2020-06-16,33.59000015,33.95999908,32.72000122,33.40000153,33.07672119,52767500
2020-06-17,33.59000015,33.77000046,33.31999969,33.56000137,33.23517227,26089000
2020-06-18,33.27000046,33.47000122,32.97999954,33.24000168,32.91827011,30625100
2020-06-19,33.68999863,33.74000168,33.11999893,33.41999817,33.09652328,41732700
2020-06-22,33.33000183,33.36000061,32.90999985,33.11000061,32.78952789,22137100
2020-06-23,33.20000076,33.25,32.74000168,32.77000046,32.45281601,35759400
2020-06-24,32.70999908,32.72999954,32,32.18999863,31.87842941,29238800
2020-06-25,32.11000061,32.38000107,31.82999992,32.31999969,32.00717163,26013900
2020-06-26,32.25,32.27999878,31.61000061,32.04000092,31.72988319,39994300
2020-06-29,32.45999908,32.66999817,32.20000076,32.63999939,32.32407379,22728900
2020-06-30,32.52999878,32.88000107,32.22999954,32.70000076,32.38349533,24147700
2020-07-01,34.54000092,34.54000092,33.72000122,33.74000168,33.41342926,69737200
2020-07-02,34.61999893,34.84999847,34.04000092,34.50999832,34.17597198,42951500
